City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
360,nili,33.7218,66.1302,-12.59,80,2,3.88,AF,1738278629
361,mukalla,14.5425,49.1242,21.15,68,46,1.95,YE,1738278378
362,jamsa,61.8642,25.19,-0.6,90,100,5.27,FI,1738278631
363,brokopondo,4.75,-55.1667,25.2,85,96,4.28,SR,1738278632
364,gevas,38.2968,43.1083,-7.22,37,0,2.72,TR,1738278633
365,san julian,21.0167,-102.1667,23.68,15,12,7.1,MX,1738278634
366,hamar,60.7945,11.068,-14.44,98,73,0.74,NO,1738278636
367,pantai remis,4.4557,100.6288,22.79,86,57,1.6,MY,1738278637
368,kerikeri,-35.2268,173.9474,22.32,55,12,2.59,NZ,1738278638
369,merizo village,13.2658,144.6691,28.54,75,100,10.51,GU,1738278639
370,broome,42.2506,-75.833,-1.86,61,20,2.68,US,1738278641
371,san juan de miraflores,-12.1629,-76.9635,22.29,79,99,4.1,PE,1738278642
372,sabha,27.0377,14.4283,13.23,30,0,4.76,LY,1738278643
373,enewetak,11.3474,162.3373,26.99,76,44,8.18,MH,1738278644
374,zhangye,38.9342,100.4517,-10.43,63,92,2.28,CN,1738278645
375,weno,7.4515,151.8468,28.97,74,75,5.14,FM,1738278646
376,zuunmod,47.7069,106.9528,-30.43,98,63,2.04,MN,1738278648
377,okha,53.5739,142.9478,-13.7,96,100,6.42,RU,1738278626
378,malango,-2.9627,119.9001,19.28,94,100,0.94,ID,1738278650
379,lampazos de naranjo,27.0167,-100.5167,22.48,21,83,3.79,MX,1738278651
380,georgetown,5.4112,100.3354,25.96,61,20,2.57,MY,1738278652
381,mazan,44.0568,5.1275,8.36,90,100,1.36,FR,1738278653
382,zarinsk,53.7074,84.9493,-4.67,95,100,3.94,RU,1738278655
383,vitry-le-francois,48.7333,4.5833,5.23,80,90,3.19,FR,1738278656
384,vieux fort,13.7167,-60.95,25.89,53,3,8.27,LC,1738278657
385,pangai,-19.8,-174.35,27.09,81,96,6.71,TO,1738278658
386,bac lieu,9.285,105.7244,20.39,82,78,1.38,VN,1738278661
387,bandarbeyla,9.4942,50.8122,22.69,77,17,7.64,SO,1738278662
388,paracuru,-3.41,-39.0306,25.98,83,60,3.67,BR,1738278663
389,santana,-0.0583,-51.1817,26.1,100,100,1.54,BR,1738278665
390,yuzhno-kurilsk,44.0306,145.8556,-1.14,95,100,11.51,RU,1738278667
391,muisne,0.6,-80.0333,25.51,86,98,4.4,EC,1738278668
392,pestovo,58.5938,35.8024,3.33,97,100,4.41,RU,1738278669
393,prabumulih,-3.45,104.25,21.29,98,89,1.34,ID,1738278670
394,aripuana,-9.1667,-60.6333,23.45,99,100,0.55,BR,1738278671
395,sao tome,0.3365,6.7273,26.77,80,100,1.58,ST,1738278672
396,naranjos,21.35,-97.6833,27.22,75,12,3.84,MX,1738278674
397,barbastro,42.0356,0.1269,4.47,76,0,2.11,ES,1738278675
398,wynyard,-41.0,145.7167,20.66,54,14,1.34,AU,1738278676
399,gizo,-8.103,156.8419,29.11,72,89,3.96,SB,1738278677
400,coahuayana de hidalgo,18.7,-103.6583,28.34,54,14,3.25,MX,1738278678
401,nguti,5.3299,9.4185,24.57,63,60,1.19,CM,1738278679
402,san luis de la loma,17.2706,-100.8939,28.76,59,0,4.57,MX,1738278681
403,awjilah,29.1081,21.2869,12.76,56,0,3.54,LY,1738278682
404,polillo,14.7122,121.9392,24.61,91,81,5.35,PH,1738278683
405,hanzhong,33.0728,107.0303,5.74,89,100,1.19,CN,1738278684
406,dryden,49.7833,-92.7503,-1.84,74,75,2.06,CA,1738278686
407,belmonte,-15.8631,-38.8828,24.63,83,40,2.82,BR,1738278687
408,jiashan,30.8492,120.9258,7.44,78,71,2.76,CN,1738278688
409,serta,39.8085,-8.0988,5.32,85,85,1.79,PT,1738278689
410,vila velha,-20.3297,-40.2925,26.97,85,0,4.63,BR,1738278647
411,iquique,-20.2208,-70.1431,21.47,83,75,2.46,CL,1738278669
412,kasaragod,12.5,75.0,22.43,89,74,1.87,IN,1738278693
413,saint-joseph,-21.3667,55.6167,26.21,82,85,2.5,RE,1738278554
414,alotau,-10.3069,150.4462,29.54,72,100,2.47,PG,1738278695
415,ji'an,27.1172,114.9793,12.2,70,100,2.41,CN,1738278696
416,turpan,42.9333,89.1667,-3.13,47,100,1.3,CN,1738278631
417,alesund,62.4723,6.1549,4.08,90,100,2.06,NO,1738278698
418,albertina,-22.2008,-46.6158,19.51,94,100,1.52,BR,1738278700
419,usinsk,65.9939,57.5281,-14.78,97,98,3.79,RU,1738278701
420,shingu,33.7333,135.9833,3.46,67,8,2.2,JP,1738278702
421,altay,47.8667,88.1167,-13.97,87,100,2.81,CN,1738278704
422,aksuat,48.7167,83.7,-7.54,96,100,3.43,KZ,1738278705
423,katsuren-haebaru,26.3369,127.8719,16.72,78,75,2.57,JP,1738278706
424,goz beida,13.95,20.55,17.96,23,52,4.23,TD,1738278707
425,gadzhiyevo,69.2551,33.3362,-0.54,92,100,9.93,RU,1738278708
426,nueva helvecia,-34.3,-57.2333,26.44,52,0,7.18,UY,1738278710
427,kavaratti,10.5669,72.642,27.47,73,60,3.1,IN,1738278711
428,zehdenick,52.9785,13.3317,3.46,97,100,4.99,DE,1738278712
429,swakopmund,-22.6833,14.5333,18.34,83,33,7.52,NA,1738278713
430,galle,6.0367,80.217,24.03,91,56,3.69,LK,1738278714
431,holualoa,19.6228,-155.9522,27.91,67,75,9.77,US,1738278715
432,rongelap,11.1635,166.8941,26.32,71,69,7.96,MH,1738278717
433,gumdag,39.2061,54.5906,2.21,57,0,6.81,TM,1738278671
434,les sables-d'olonne,46.6667,-1.8333,4.26,86,94,3.04,FR,1738278721
435,lewistown,40.5992,-77.5714,4.23,77,0,0.0,US,1738278587
436,cill airne,52.05,-9.5167,8.11,97,100,2.52,IE,1738278724
437,puerto aysen,-45.4,-72.7,19.09,66,8,3.0,CL,1738278725
438,luderitz,-26.6481,15.1594,16.72,85,8,4.94,NA,1738278726
439,belyy yar,53.6039,91.3903,-24.06,92,40,2.0,RU,1738278727
440,nova vicosa,-17.8919,-39.3719,25.29,84,31,4.42,BR,1738278729
441,lazaro cardenas,17.9583,-102.2,27.69,61,1,4.64,MX,1738278730
442,gazojak,41.1875,61.4036,-0.46,81,12,0.47,TM,1738278731
443,vanimo,-2.6741,141.3028,27.18,86,99,1.3,PG,1738278732
444,kangiwa,12.5521,3.8187,22.12,17,48,4.07,NG,1738278733
445,dalandzadgad,43.5708,104.425,-13.8,72,94,1.77,MN,1738278734
446,dange,12.8513,5.3471,21.27,17,100,4.46,NG,1738278736
447,brookings,44.3114,-96.7984,8.47,44,0,3.6,US,1738278737
448,nar'yan-mar,67.6713,53.087,-18.53,100,66,2.57,RU,1738278738
449,mosjoen,65.836,13.1908,-1.71,93,75,1.03,NO,1738278739
450,juarez,31.7333,-106.4833,11.8,34,0,10.28,MX,1738278629
451,fredericton,45.9454,-66.6656,-12.32,54,90,1.34,CA,1738278741
452,pimentel,-6.8367,-79.9342,24.16,73,0,10.8,PE,1738278743
453,svilengrad,41.7667,26.2,10.83,92,100,1.03,BG,1738278744
454,dawson creek,55.7666,-120.2362,-12.2,79,100,3.09,CA,1738278745
455,itoman,26.1247,127.6694,16.72,72,75,2.57,JP,1738278746
456,cockburn town,21.4612,-71.1419,24.78,79,49,10.8,TC,1738278748
457,staraya mayna,54.6,48.95,-2.94,96,99,2.6,RU,1738278749
458,kirensk,57.7853,108.1119,-37.4,100,64,0.28,RU,1738278750
459,konstantinovka,49.6167,127.9833,-17.21,98,100,1.37,RU,1738278751
460,kuqa,41.7278,82.9364,-8.81,76,98,1.56,CN,1738278752
461,peace river,56.2501,-117.286,-13.83,78,100,5.66,CA,1738278691
462,armacao de buzios,-22.7469,-41.8817,23.9,90,100,11.64,BR,1738278490
463,pimenta bueno,-11.6725,-61.1936,23.26,97,99,1.46,BR,1738278466
464,oamaru,-45.0784,170.9801,19.65,72,81,3.93,NZ,1738278757
465,kayangel,8.0823,134.7173,28.37,80,100,10.88,PW,1738278758
466,gereshk,31.8209,64.5701,4.83,59,6,1.19,AF,1738278656
467,nuku'alofa,-21.1333,-175.2,24.19,100,100,3.6,TO,1738278761
468,burang,30.25,81.1667,-17.89,46,8,2.34,CN,1738278762
469,burutu,5.3509,5.5076,27.22,80,5,2.79,NG,1738278763
470,kuta,-8.7233,115.1723,25.97,100,40,0.51,ID,1738278497
471,mawlamyinegyunn,16.3833,95.2667,20.34,89,6,2.51,MM,1738278765
472,savino,56.5929,41.2181,2.06,95,84,3.42,RU,1738278767
473,queenstown,-31.8976,26.8753,21.99,78,57,0.33,ZA,1738278768
474,bel ombre,-4.6167,55.4167,26.76,77,51,4.77,SC,1738278769
475,kentau,43.5206,68.5094,-3.55,96,100,0.9,KZ,1738278770
476,flying fish cove,-10.4217,105.6791,25.82,94,100,5.66,CX,1738278771
477,vila franca do campo,37.7167,-25.4333,16.23,88,89,3.69,PT,1738278773
478,san pedro pochutla,15.7333,-96.4667,28.17,57,1,3.5,MX,1738278774
479,laguna paiva,-31.3039,-60.6589,29.43,55,1,0.89,AR,1738278775
480,hobyo,5.3505,48.5268,23.89,81,25,7.78,SO,1738278776
481,paita,-5.0892,-81.1144,23.0,79,21,7.57,PE,1738278779
482,diebougou,10.9667,-3.25,26.26,14,61,2.15,BF,1738278780
483,selfoss,63.9331,-20.9971,-4.63,79,84,3.0,IS,1738278781
484,six-fours-les-plages,43.0938,5.84,9.86,87,100,2.68,FR,1738278783
485,irece,-11.3042,-41.8558,26.23,56,100,4.46,BR,1738278784
486,greencastle,39.6445,-86.8647,6.01,86,100,4.12,US,1738278551
487,happy valley-goose bay,53.3168,-60.3315,-20.09,71,100,6.35,CA,1738278544
488,bangar,16.8936,120.4243,24.66,67,95,1.22,PH,1738278789
489,myitkyina,25.3833,97.4,12.17,100,43,1.47,MM,1738278790
490,micheweni,-4.9667,39.8333,26.2,83,8,4.86,TZ,1738278792
491,natal,-5.795,-35.2094,26.36,83,20,2.06,BR,1738278662
492,sinop,41.7711,34.8709,8.83,40,100,3.17,TR,1738278794
493,olonets,60.9847,32.9698,1.77,88,100,6.24,RU,1738278795
494,groningen,53.25,6.75,3.34,88,5,3.49,NL,1738278600
495,maranding,7.9248,123.7715,24.25,91,73,0.7,PH,1738278797
496,fort-shevchenko,44.5086,50.263,3.04,75,6,5.13,KZ,1738278799
497,chaiya,9.3862,99.1986,21.68,86,80,0.43,TH,1738278542
498,nyagan,62.1406,65.3936,-26.82,100,75,1.76,RU,1738278801
499,beruniy,41.6911,60.7525,-0.02,74,100,1.03,UZ,1738278787
500,puerto deseado,-47.7503,-65.8938,28.15,21,1,9.2,AR,1738278647
501,progreso,21.2833,-89.6667,31.68,48,0,5.09,MX,1738278806
502,loreto,22.2667,-101.9667,23.05,17,9,8.93,MX,1738278807
503,corumba,-19.0092,-57.6533,24.34,89,100,2.08,BR,1738278808
504,argo,37.6333,22.7333,10.91,76,1,1.4,GR,1738278809
505,tamanrasset,22.785,5.5228,11.95,20,0,3.6,DZ,1738278810
506,shiguai,40.7058,110.2856,-10.65,79,63,2.47,CN,1738278812
507,puerto lempira,15.2667,-83.7667,26.37,80,36,4.14,HN,1738278610
508,smithers,54.7804,-127.1743,-4.42,69,8,0.53,CA,1738278814
509,gisborne,-38.6533,178.0042,20.23,71,52,4.33,NZ,1738278816
510,kidal,18.4411,1.4078,20.81,15,21,3.66,ML,1738278528
511,papao,-17.75,-149.55,30.82,75,11,7.88,PF,1738278819
512,lethem,3.3803,-59.7968,27.85,64,85,5.45,GY,1738278820
513,taguatinga,-12.3857,-46.5711,23.3,89,96,0.23,BR,1738278620
514,eraan,9.0629,117.7016,25.3,86,100,2.12,PH,1738278822
515,rawson,-43.3002,-65.1023,32.19,22,10,18.01,AR,1738278823
516,borogontsy,62.6683,131.1683,-45.76,100,69,1.03,RU,1738278825
517,penon blanco,24.7897,-104.0369,23.64,4,100,10.05,MX,1738278826
518,crane,31.3974,-102.3501,14.16,21,2,11.56,US,1738278827
519,hachinohe,40.5,141.5,-0.9,80,75,6.17,JP,1738278611
520,nanzhang chengguanzhen,31.7839,111.8275,2.99,97,100,2.84,CN,1738278829
521,monjaras,13.2006,-87.3742,34.36,33,27,7.39,HN,1738278830
522,bogande,12.9714,-0.1436,23.15,14,22,4.02,BF,1738278675
523,harnosand,62.6323,17.9379,-7.0,86,12,4.0,SE,1738278833
524,phan thiet,10.9333,108.1,19.56,76,100,1.29,VN,1738278834
525,liberal,37.0431,-100.921,7.08,57,0,4.12,US,1738278706
526,nurota,40.5614,65.6886,-2.39,78,22,1.99,UZ,1738278781
527,inderbor,48.55,51.7833,-1.88,80,5,2.82,KZ,1738278837
528,dravograd,46.5881,15.0192,0.96,94,80,1.84,SI,1738278838
529,ivdel',60.6911,60.4206,-22.06,100,97,1.57,RU,1738278840
530,mount isa,-20.7333,139.5,32.87,46,0,3.09,AU,1738278841
531,santa marta,11.2408,-74.199,32.03,55,20,4.63,CO,1738278731
532,kuraymah,18.55,31.85,17.01,26,8,4.98,SD,1738278844
533,cassilandia,-19.1133,-51.7342,22.73,95,90,2.05,BR,1738278846
534,at-bashi,41.1702,75.8106,-11.23,96,100,0.7,KG,1738278847
535,menongue,-14.6585,17.691,18.67,87,96,2.7,AO,1738278848
536,pointe-noire,-4.7761,11.8635,25.96,82,99,1.62,CG,1738278849
537,semirom,31.4167,51.5667,-6.07,88,72,1.42,IR,1738278850
538,nsanje,-16.92,35.262,22.3,98,96,0.6,MW,1738278851
539,codrington,-38.2667,141.9667,19.3,52,62,2.07,AU,1738278853
540,bandundu,-3.3167,17.3667,25.61,70,99,1.24,CD,1738278854
541,summerside,46.3959,-63.7876,-15.82,76,92,7.89,CA,1738278796
542,sulak,43.2734,47.5146,6.09,95,87,6.42,RU,1738278856
543,san antonio de pale,-1.4014,5.6325,27.06,79,100,1.78,GQ,1738278858
544,gulma,12.6423,4.3555,22.53,17,77,4.36,NG,1738278859
545,port hueneme,34.1478,-119.1951,15.7,70,75,3.6,US,1738278860
546,pitimbu,-7.4706,-34.8086,26.69,70,13,4.52,BR,1738278862
547,chadron,42.8294,-102.9999,10.82,30,0,2.06,US,1738278706
548,odienne,9.51,-7.5692,25.39,17,1,1.39,CI,1738278865
549,susuman,62.7833,148.1667,-41.56,99,58,0.3,RU,1738278866
550,mao,39.8885,4.2658,8.31,81,0,2.57,ES,1738278867
551,nema,57.5067,50.5011,-0.13,98,100,2.82,RU,1738278869
552,carloforte,39.145,8.3058,12.44,71,100,2.62,IT,1738278685
553,tadine,-21.55,167.8833,28.54,69,6,7.61,NC,1738278871
554,tindouf,27.6711,-8.1474,12.07,42,0,4.18,DZ,1738278872
555,karratha,-20.7377,116.8463,31.93,54,89,1.55,AU,1738278873
556,lerwick,60.1545,-1.1494,4.26,89,100,5.61,GB,1738278875
557,trincomalee,8.5711,81.2335,26.23,82,41,4.11,LK,1738278876
558,tariba,7.8188,-72.2243,21.78,77,41,1.67,VE,1738278877
559,suhbaatar,50.2314,106.2078,-23.54,99,100,0.29,MN,1738278878
560,hamilton,39.1834,-84.5333,7.71,74,100,5.66,US,1738278717
561,atakpame,7.5333,1.1333,25.92,66,27,1.58,TG,1738278830
562,oum hadjer,13.2954,19.6966,19.81,20,69,4.81,TD,1738278882
563,rio grande,-32.035,-52.0986,22.14,72,22,5.68,BR,1738278846
564,lichinga,-13.3128,35.2406,16.5,96,100,1.44,MZ,1738278884
565,jayapura,-2.5333,140.7,26.66,83,99,1.32,ID,1738278885
566,placido de castro,-10.3353,-67.1856,24.94,90,89,1.34,BR,1738278887
567,san pedro martir,20.6196,-100.4711,25.5,15,12,5.85,MX,1738278888
568,staroshcherbinovskaya,46.6311,38.6742,6.25,58,33,1.94,RU,1738278844
569,lander,42.833,-108.7307,0.54,58,0,0.0,US,1738278864
